"Effect_Size_ID","Study_ID","Species_ID","Treatment_ID_T1","Treatment_ID_T2","Trait_ID","First_Author","Title","Year","Journal","Journal_Impact_Factor-2021","Kingdom","Phylum","Class","Order","Family","Scientific_Name","Ecosystem","Plasticity_Mechanism","Developmental_Exposure_Time_Category","Developmental_Exposure_Time","Acclimation_Exposure_Time","Exposure_Units","T1_constant","T1_fluctuation","T2_constant","T2_fluctuation","High","Fluctuation_Magnitude","Fluctuation_Category","Fluctuation_Period","Fluctuation_Unit","Number_Of_Fluctuations","Acclimation_Life-History_Stage","Acclimation_Life-History_Stage_Category","Trait_Category","Measurement","Trait_Unit","Sex","Performance_Curve","Complex_Design","Species_Overlap","Animal_Overlap_T1_Constant","Animal_Overlap_T1_Fluctuation","Animal_Overlap_Trait_T1","Animal_Overlap_T2_Constant","Animal_Overlap_T2_Fluctuation","Animal_Overlap_Trait_T2","Animal_Code","Shared_Animal_Number","Shared_Control_T1","Shared_Control_T2","Shared_Control_Code","Shared_Control_Number","n_T1_C","Mean_T1_C","SD_Final_T1_C","n_T1_F","Mean_T1_F","SD_Final_T1_F","n_T2_C","Mean_T2_C","SD_Final_T2_C","n_T2_F","Mean_T2_F","SD_Final_T2_F","Percentage_Transformation_T1","Proportion_Transformation_T1","In_Transformation_T1","Percentage_Transformation_T2","Proportion_Transformation_T2","In_Transformation_T2","Mean_Transformed_T1_C","SD_Final_Transformed_T1_C","Mean_Transformed_T1_F","SD_Final_Transformed_T1_F","Mean_Transformed_T2_C","SD_Final_Transformed_T2_C","Mean_Transformed_T2_F","SD_Final_Transformed_T2_F","Mean_T1_C_Add","SD_Final_T1_C_Add","Mean_T1_F_Add","SD_Final_T1_F_Add","Mean_T2_C_Add","SD_Final_T2_C_Add","Mean_T2_F_Add","SD_Final_T2_F_Add","InRR_Transformed","v_InRR","InRR_Untransformed","v_InRR_Untransformed","Year_Z","Precision"
104,68,3,1,2,1,"T. Salo","Diurnal Variation Around An Optimum And Near-Critically High Temperature Does Not Alter The Performance Of An Ectothermic Aquatic Grazer",2019,"Ecology And Evolution",3.167,"Metazoa","Mollusca","Gastropoda","Hygrophila","Lymnaeidae","Lymnaea stagnalis","Aquatic","Acclimation","NA","NA","10","Days",21,21,28,28,"T2",6,"Sinusoidal (Sine Curve)","1","Day","10","Adult","Adult","Life-History Traits","Reproductive Rate","N","NA","No","Yes","C","A","B","A","C","D","A","68:C:A:B:C:D:A:A",34,"A","B","68:C:A:B:1",84,13,171.180555555556,71.9858327566595,13,166.840277777778,62.5963763101388,13,185.9375,78.2454703876735,13,151.215277777778,78.2454703876733,"No","No","No","No","No","No",171.680555555556,72.4858327566595,167.340277777778,63.0963763101388,186.4375,78.7454703876735,151.715277777778,78.7454703876733,171.680555555556,72.4858327566595,167.340277777778,63.0963763101388,186.4375,78.7454703876735,151.715277777778,78.7454703876733,-0.0257834694970866,0.201951511319398,-0.0257834694970866,0.201951511319398,0.82555720080629,-0.183665318373222
105,68,3,1,2,2,"T. Salo","Diurnal Variation Around An Optimum And Near-Critically High Temperature Does Not Alter The Performance Of An Ectothermic Aquatic Grazer",2019,"Ecology And Evolution",3.167,"Metazoa","Mollusca","Gastropoda","Hygrophila","Lymnaeidae","Lymnaea stagnalis","Aquatic","Acclimation","NA","NA","10","Days",21,21,28,28,"T2",6,"Sinusoidal (Sine Curve)","1","Day","10","Adult","Adult","Physiological","Immune Defense","milliunits","NA","No","Yes","C","A","B","A","C","D","A","68:C:A:B:C:D:A:A",34,"A","B","68:C:A:B:2",85,13,155.982905982906,30.8166775680683,13,161.965811965812,43.1433485952956,13,160.25641025641,27.7350098112614,13,162.820512820513,40.0616808384887,"No","No","No","No","No","No",156.482905982906,31.3166775680683,162.465811965812,43.6433485952956,160.75641025641,28.2350098112614,163.320512820513,40.5616808384887,156.482905982906,31.3166775680683,162.465811965812,43.6433485952956,160.75641025641,28.2350098112614,163.320512820513,40.5616808384887,-0.00309949253499754,0.158606659461683,-0.00309949253499754,0.158606659461683,0.82555720080629,0.198262911249604
106,68,3,1,2,3,"T. Salo","Diurnal Variation Around An Optimum And Near-Critically High Temperature Does Not Alter The Performance Of An Ectothermic Aquatic Grazer",2019,"Ecology And Evolution",3.167,"Metazoa","Mollusca","Gastropoda","Hygrophila","Lymnaeidae","Lymnaea stagnalis","Aquatic","Acclimation","NA","NA","10","Days",21,21,28,28,"T2",6,"Sinusoidal (Sine Curve)","1","Day","10","Adult","Adult","Physiological","Immune Defense","milliunits","NA","No","Yes","C","A","B","A","C","D","A","68:C:A:B:C:D:A:A",34,"A","B","68:C:A:B:3",86,13,34.0909090909091,6.00925212577328,13,32.7272727272727,4.91666083017818,13,26.8181818181818,6.55554777357087,13,26.969696969697,4.91666083017815,"No","No","No","No","No","No",34.5909090909091,6.50925212577328,33.2272727272727,5.41666083017818,27.3181818181818,7.05554777357087,27.469696969697,5.41666083017815,34.5909090909091,6.50925212577328,33.2272727272727,5.41666083017818,27.3181818181818,7.05554777357087,27.469696969697,5.41666083017815,0.00653584080906343,0.155747418824901,0.00653584080906343,0.155747418824901,0.82555720080629,0.230930809486381
107,72,1,1,2,1,"L. D. Patterson","The Effect Of Constant And Fluctuating Incubation Temperatures On The Phenotype Of Black Ratsnakes (Elaphe Obsoleta)",2008,"Canadian Journal Of Zoology",1.654,"Metazoa","Chordata","NA","Squamata","Colubridae","Pantherophis obsoletus","Terrestrial","Developmental Plasticity","Embryo","Egg Incubation","NA","NA",26,26,29,29,"T2",6,"Sinusoidal (Sine Curve)","1","Day","NA","NA","NA","Population","Survival","%","NA","No","Yes","A","A","B","A","C","D","A","72:A:A:B:C:D:A:A",35,"A","B","72:A:A:B:1",87,9,78.5714285714286,24.5991253644315,9,92.7380952380952,17.6749271137026,9,97.2619047619048,9.83965014577262,9,100,0,"Yes","No","No","Yes","No","No",1.58952095285255,0.799751065740041,1.79794412660451,0.840544033494316,1.90455983011913,0.80147687247546,2.0707963267949,0.5,79.0714285714286,25.0991253644315,93.2380952380952,18.1749271137026,97.7619047619048,10.3396501457726,100.5,0.5,-0.0131762887607422,0.41189972205627,-0.0457273446900114,0.34999623819061,-0.407754389379654,-0.896003681249351
108,72,1,1,2,2,"L. D. Patterson","The Effect Of Constant And Fluctuating Incubation Temperatures On The Phenotype Of Black Ratsnakes (Elaphe Obsoleta)",2008,"Canadian Journal Of Zoology",1.654,"Metazoa","Chordata","NA","Squamata","Colubridae","Pantherophis obsoletus","Terrestrial","Developmental Plasticity","Embryo","Egg Incubation","NA","NA",26,26,29,29,"T2",6,"Sinusoidal (Sine Curve)","1","Day","NA","NA","NA","Life-History Traits","Development Time","Days","NA","No","Yes","A","A","B","A","C","D","A","72:A:A:B:C:D:A:A",35,"A","B","72:A:A:B:2",88,9,258.311403508772,7.55236305048334,9,254.254385964912,6.71321160042962,9,243.399122807018,5.3705692803437,9,241.644736842105,5.37056928034374,"No","No","No","No","No","No",258.811403508772,8.05236305048334,254.754385964912,7.21321160042962,243.899122807018,5.8705692803437,242.144736842105,5.87056928034374,258.811403508772,8.05236305048334,254.754385964912,7.21321160042962,243.899122807018,5.8705692803437,242.144736842105,5.87056928034374,0.0028602202624511,0.333659648509537,0.0028602202624511,0.333659648509537,-0.407754389379654,-0.735329229852426
109,72,1,1,2,3,"L. D. Patterson","The Effect Of Constant And Fluctuating Incubation Temperatures On The Phenotype Of Black Ratsnakes (Elaphe Obsoleta)",2008,"Canadian Journal Of Zoology",1.654,"Metazoa","Chordata","NA","Squamata","Colubridae","Pantherophis obsoletus","Terrestrial","Developmental Plasticity","Embryo","Egg Incubation","NA","NA",26,26,29,29,"T2",6,"Sinusoidal (Sine Curve)","1","Day","NA","NA","NA","Morphology","Length","mm","NA","No","Yes","A","A","B","A","C","D","A","72:A:A:B:C:D:A:A",35,"A","B","72:A:A:B:3",89,29,261.624605678233,13.5209829059581,26,269.290220820189,9.35569794227738,29,273.832807570978,10.6607749835438,32,279.416403785489,13.3837245650452,"No","No","No","No","No","No",262.124605678233,14.0209829059581,269.790220820189,9.85569794227738,274.332807570978,11.1607749835438,279.916403785489,13.8837245650452,262.124605678233,14.0209829059581,269.790220820189,9.85569794227738,274.332807570978,11.1607749835438,279.916403785489,13.8837245650452,-0.0028919023348445,0.333617273373512,-0.0028919023348445,0.333617273373512,-0.407754389379654,-0.735221788454249
110,72,1,1,2,4,"L. D. Patterson","The Effect Of Constant And Fluctuating Incubation Temperatures On The Phenotype Of Black Ratsnakes (Elaphe Obsoleta)",2008,"Canadian Journal Of Zoology",1.654,"Metazoa","Chordata","NA","Squamata","Colubridae","Pantherophis obsoletus","Terrestrial","Developmental Plasticity","Embryo","Egg Incubation","NA","NA",26,26,29,29,"T2",6,"Sinusoidal (Sine Curve)","1","Day","NA","NA","NA","Morphology","Mass","g","NA","No","Yes","A","A","B","A","C","D","A","72:A:A:B:C:D:A:A",35,"A","B","72:A:A:B:4",90,29,9.74178403755869,1.21252632909515,26,10.1361502347418,0.95267682777675,29,9.52582159624413,1.28992162669697,32,9.92957746478873,1.11110004900444,"No","No","No","No","No","No",10.2417840375587,1.71252632909515,10.6361502347418,1.45267682777675,10.0258215962441,1.78992162669697,10.4295774647887,1.61110004900444,10.2417840375587,1.71252632909515,10.6361502347418,1.45267682777675,10.0258215962441,1.78992162669697,10.4295774647887,1.61110004900444,0.000566353516971142,0.336859674871554,0.000566353516970723,0.336859674871554,-0.407754389379654,-0.743364742806486
111,72,1,1,2,5,"L. D. Patterson","The Effect Of Constant And Fluctuating Incubation Temperatures On The Phenotype Of Black Ratsnakes (Elaphe Obsoleta)",2008,"Canadian Journal Of Zoology",1.654,"Metazoa","Chordata","NA","Squamata","Colubridae","Pantherophis obsoletus","Terrestrial","Developmental Plasticity","Embryo","Egg Incubation","NA","NA",26,26,29,29,"T2",6,"Sinusoidal (Sine Curve)","1","Day","NA","NA","NA","Morphology","Tail Length","mm","NA","No","Yes","A","A","B","A","C","D","A","72:A:A:B:C:D:A:A",35,"A","B","72:A:A:B:5",91,29,53.8839590443686,3.90093431735034,26,57.0238907849829,4.11984581442336,29,55.6313993174061,3.75089838206764,32,56.0409556313993,5.67379683727034,"No","No","No","No","No","No",54.3839590443686,4.40093431735034,57.5238907849829,4.61984581442336,56.1313993174061,4.25089838206764,56.5409556313993,6.17379683727034,54.3839590443686,4.40093431735034,57.5238907849829,4.61984581442336,56.1313993174061,4.25089838206764,56.5409556313993,6.17379683727034,-0.0162870727154764,0.334377576799008,-0.0162870727154764,0.334377576799008,-0.407754389379654,-0.737145385205845
112,72,1,1,2,6,"L. D. Patterson","The Effect Of Constant And Fluctuating Incubation Temperatures On The Phenotype Of Black Ratsnakes (Elaphe Obsoleta)",2008,"Canadian Journal Of Zoology",1.654,"Metazoa","Chordata","NA","Squamata","Colubridae","Pantherophis obsoletus","Terrestrial","Developmental Plasticity","Embryo","Egg Incubation","NA","NA",26,26,29,29,"T2",6,"Sinusoidal (Sine Curve)","1","Day","NA","NA","NA","Physiological","Locomotor Performance","m/s","NA","No","Yes","A","A","B","A","C","D","A","72:A:A:B:C:D:A:A",35,"A","B","72:A:A:B:6",92,29,0.233098591549296,0.0638511205214999,26,0.269718309859155,0.0696186912606085,29,0.295774647887324,0.0890045922420909,32,0.309859154929577,0.0995925043924715,"No","No","No","No","No","No",0.733098591549296,0.5638511205215,0.769718309859155,0.569618691260608,0.795774647887324,0.589004592242091,0.809859154929577,0.599592504392471,0.733098591549296,0.5638511205215,0.769718309859155,0.569618691260608,0.795774647887324,0.589004592242091,0.809859154929577,0.599592504392471,-0.0104000366368869,0.410816383385802,-0.0104000366368869,0.410816383385802,-0.407754389379654,-0.8941967661188
113,72,1,1,2,7,"L. D. Patterson","The Effect Of Constant And Fluctuating Incubation Temperatures On The Phenotype Of Black Ratsnakes (Elaphe Obsoleta)",2008,"Canadian Journal Of Zoology",1.654,"Metazoa","Chordata","NA","Squamata","Colubridae","Pantherophis obsoletus","Terrestrial","Developmental Plasticity","Embryo","Egg Incubation","NA","NA",26,26,29,29,"T2",6,"Sinusoidal (Sine Curve)","1","Day","NA","NA","NA","Physiological","Muscular Strength","g","NA","No","Yes","A","A","B","A","C","D","A","72:A:A:B:C:D:A:A",35,"A","B","72:A:A:B:7",93,29,55.6112852664577,10.3355475794277,25,59.1849529780564,10.5559465165377,29,53.5423197492163,13.6946005427418,31,46.8652037617555,14.1589555001275,"No","No","No","No","No","No",56.1112852664577,10.8355475794277,59.6849529780564,11.0559465165377,54.0423197492163,14.1946005427418,47.3652037617555,14.6589555001275,56.1112852664577,10.8355475794277,59.6849529780564,11.0559465165377,54.0423197492163,14.1946005427418,47.3652037617555,14.6589555001275,-0.0645408554815326,0.341460441357734,-0.0645408554815326,0.341460441357734,-0.407754389379654,-0.754653692328488
114,72,1,1,2,8,"L. D. Patterson","The Effect Of Constant And Fluctuating Incubation Temperatures On The Phenotype Of Black Ratsnakes (Elaphe Obsoleta)",2008,"Canadian Journal Of Zoology",1.654,"Metazoa","Chordata","NA","Squamata","Colubridae","Pantherophis obsoletus","Terrestrial","Developmental Plasticity","Embryo","Egg Incubation","NA","NA",26,26,29,29,"T2",6,"Sinusoidal (Sine Curve)","1","Day","NA","NA","NA","Behavioural","Righting Time","s","NA","No","Yes","A","A","B","A","C","D","A","72:A:A:B:C:D:A:A",35,"A","B","72:A:A:B:8",94,29,0.590875912408759,0.189519616518029,25,0.70036496350365,0.203895426783852,28,0.59963503649635,0.082765942994721,32,0.549270072992701,0.176961029702577,"No","No","No","No","No","No",1.09087591240876,0.689519616518029,1.20036496350365,0.703895426783852,1.09963503649635,0.582765942994721,1.0492700729927,0.676961029702577,1.09087591240876,0.689519616518029,1.20036496350365,0.703895426783852,1.09963503649635,0.582765942994721,1.0492700729927,0.676961029702577,-0.0475094232679898,0.383903178642261,-0.0475094232679897,0.383903178642261,-0.407754389379654,-0.846034300174438
115,74,1,1,5,1,"D. S. Joshi","Effect Of Fluctuating And Constant Temperatures On Development, Adult Longevityand Fecundity In The Mosquito Aedes Krombeini",1996,"Journal Of Thermal Biology",3.189,"Metazoa","Arthropoda","Insecta","Diptera","Culicidae","Aedes krombeini","Terrestrial","Developmental Plasticity","Larvae","Larvae Period","NA","NA",14,14,35,35,"T2",4,"Alternating","1","Day","NA","NA","NA","Life-History Traits","Development Time","Days","Male","No","Yes","A","A","B","A","I","J","A","74:A:A:B:I:J:A:A",36,"A","E","74:A:A:E:1",95,20,29,12.1194884380489,20,21,7.60263112349929,20,4,3.04105244939971,20,4.1,1.83357574154983,"No","No","No","No","No","No",29.5,12.6194884380489,21.5,8.10263112349929,4.5,3.54105244939971,4.6,2.33357574154983,29.5,12.6194884380489,21.5,8.10263112349929,4.5,3.54105244939971,4.6,2.33357574154983,0.016110296901473,0.107698463989322,0.016110296901473,0.107698463989322,-1.75318521503705,1.03940533587388
116,74,1,1,5,2,"D. S. Joshi","Effect Of Fluctuating And Constant Temperatures On Development, Adult Longevityand Fecundity In The Mosquito Aedes Krombeini",1996,"Journal Of Thermal Biology",3.189,"Metazoa","Arthropoda","Insecta","Diptera","Culicidae","Aedes krombeini","Terrestrial","Developmental Plasticity","Larvae","Larvae Period","NA","NA",14,14,35,35,"T2",4,"Alternating","1","Day","NA","NA","NA","Life-History Traits","Longevity","Days","Male","No","Yes","A","A","B","A","I","J","A","74:A:A:B:I:J:A:A",36,"A","E","74:A:A:E:2",96,20,2,1.29691942694988,20,4,2.72800293254974,20,1,0.134164078649987,20,29,14.2213923368987,"No","No","No","No","No","No",2.5,1.79691942694988,4.5,3.22800293254974,1.5,0.634164078649987,29.5,14.7213923368987,2.5,1.79691942694988,4.5,3.22800293254974,1.5,0.634164078649987,29.5,14.7213923368987,0.113863737635023,0.120567344319094,0.113863737635023,0.120567344319094,-1.75318521503705,0.759691260740547
117,74,1,1,5,3,"D. S. Joshi","Effect Of Fluctuating And Constant Temperatures On Development, Adult Longevityand Fecundity In The Mosquito Aedes Krombeini",1996,"Journal Of Thermal Biology",3.189,"Metazoa","Arthropoda","Insecta","Diptera","Culicidae","Aedes krombeini","Terrestrial","Developmental Plasticity","Larvae","Larvae Period","NA","NA",14,14,35,35,"T2",4,"Alternating","1","Day","NA","NA","NA","Life-History Traits","Development Time","Days","Female","No","Yes","A","A","B","B","I","J","B","74:A:A:B:I:J:B:B",37,"A","E","74:A:A:E:3",97,20,39,28.0402924378474,20,26,8.09456607854924,20,4,2.19134661794979,20,5.2,1.83357574154983,"No","No","No","No","No","No",39.5,28.5402924378474,26.5,8.59456607854924,4.5,2.69134661794979,5.7,2.33357574154983,39.5,28.5402924378474,26.5,8.59456607854924,4.5,2.69134661794979,5.7,2.33357574154983,0.0302640341418633,0.105246653835481,0.0302640341418633,0.105246653835481,-1.75318521503705,1.10045479147171
118,74,1,1,5,4,"D. S. Joshi","Effect Of Fluctuating And Constant Temperatures On Development, Adult Longevityand Fecundity In The Mosquito Aedes Krombeini",1996,"Journal Of Thermal Biology",3.189,"Metazoa","Arthropoda","Insecta","Diptera","Culicidae","Aedes krombeini","Terrestrial","Developmental Plasticity","Larvae","Larvae Period","NA","NA",14,14,35,35,"T2",4,"Alternating","1","Day","NA","NA","NA","Life-History Traits","Longevity","Days","Female","No","Yes","A","A","B","B","I","J","B","74:A:A:B:I:J:B:B",37,"A","E","74:A:A:E:4",98,20,4,0.670820393249937,20,5.06,1.74413302244984,20,0,0,20,41,16.5469030334984,"No","No","No","No","No","No",4.5,1.17082039324994,5.56,2.24413302244984,0.5,0.5,41.5,17.0469030334984,4.5,1.17082039324994,5.56,2.24413302244984,0.5,0.5,41.5,17.0469030334984,0.20034856649097,0.117585835026306,0.20034856649097,0.117585835026306,-1.75318521503705,0.819047206219149
119,74,1,1,5,5,"D. S. Joshi","Effect Of Fluctuating And Constant Temperatures On Development, Adult Longevityand Fecundity In The Mosquito Aedes Krombeini",1996,"Journal Of Thermal Biology",3.189,"Metazoa","Arthropoda","Insecta","Diptera","Culicidae","Aedes krombeini","Terrestrial","Developmental Plasticity","Larvae","Larvae Period","NA","NA",14,14,35,35,"T2",4,"Alternating","1","Day","NA","NA","NA","Life-History Traits","Fecundity","N","Female","No","Yes","A","A","B","B","I","J","B","74:A:A:B:I:J:B:B",37,"A","E","74:A:A:E:5",99,10,0,0,10,0,0,10,0,0,10,6140,76.2741371632613,"No","No","No","No","No","No",0.5,0.5,0.5,0.5,0.5,0.5,6140.5,76.7741371632613,0.5,0.5,0.5,0.5,0.5,0.5,6140.5,76.7741371632613,0.448371839600494,0.34763467990235,0.448371839600494,0.34763467990235,-1.75318521503705,-0.769333916075643
120,77,1,1,6,1,"C. G. Spanoudis","Effect Of Temperature On Biological Parameters Of The West Nile Virus Vector Culex Pipiens Form 'Molestus' (Diptera: Culicidae) In Greece: Constant Vs Fluctuating Temperatures",2019,"Journal Of Medical Entomology",2.435,"Metazoa","Arthropoda","Insecta","Diptera","Culicidae","Culex pipiens","Terrestrial","Developmental Plasticity","Embryo","Egg Incubation","NA","NA",17.5,17.5,30,30,"T2",6,"Stepwise","1","Day","NA","NA","NA","Life-History Traits","Development Time","Days","Both","No","Yes","A","A","B","A","K","L","A","77:A:A:B:K:L:A:A",38,"A","F","77:A:A:F:1",100,32,40,3.05470129472589,30,44.7,8.27061061832801,39,14.3,1.5612494995996,33,13,1.14891252930761,"No","No","No","No","No","No",40.5,3.55470129472589,45.2,8.77061061832801,14.8,2.0612494995996,13.5,1.64891252930761,40.5,3.55470129472589,45.2,8.77061061832801,14.8,2.0612494995996,13.5,1.64891252930761,-0.0161386086441102,0.082445231290293,-0.0161386086441102,0.082445231290293,0.82555720080629,1.84210797917224
121,77,1,1,6,2,"C. G. Spanoudis","Effect Of Temperature On Biological Parameters Of The West Nile Virus Vector Culex Pipiens Form 'Molestus' (Diptera: Culicidae) In Greece: Constant Vs Fluctuating Temperatures",2019,"Journal Of Medical Entomology",2.435,"Metazoa","Arthropoda","Insecta","Diptera","Culicidae","Culex pipiens","Terrestrial","Developmental Plasticity","Embryo","Egg Incubation","NA","NA",17.5,17.5,30,30,"T2",6,"Stepwise","1","Day","NA","NA","NA","Life-History Traits","Fecundity","No.","Female","No","Yes","A","A","B","A","K","L","A","77:A:A:B:K:L:A:A",38,"A","F","77:A:A:F:2",101,17,89.7,15.6678013773471,12,58.2,21.4774300138541,16,41.2,58.8,14,48.9,10.476640682967,"No","No","No","No","No","No",90.2,16.1678013773471,58.7,21.9774300138541,41.7,59.3,49.4,10.976640682967,90.2,16.1678013773471,58.7,21.9774300138541,41.7,59.3,49.4,10.976640682967,0.0479231196498919,0.223489283437288,0.0479231196498919,0.223489283437288,0.82555720080629,-0.318347371880571
122,79,1,1,3,1,"M. S. De Majo","Effects Of Constant And Fluctuating Low Temperatures On The Development Of Aedes Aegypti (Diptera: Culicidae) From A Temperate Region",2019,"Journal Of Medical Entomology",2.435,"Metazoa","Arthropoda","Insecta","Diptera","Culicidae","Aedes aegypti","Terrestrial","Developmental Plasticity","Larvae","Larvae Period","NA","NA",12,12,16,16,"T2",8,"Alternating","1","Day","NA","NA","NA","Life-History Traits","Development Time","Days","Female","No","Yes","A","A","B","A","E","F","A","79:A:A:B:E:F:A:A",39,"A","C","79:A:A:C:1",102,3,43.5616438356165,2.67123287671232,2,43.6301369863014,8.63013698630137,13,24.6575342465754,1.50684931506849,12,23.972602739726,1.71232876712329,"No","No","No","No","No","No",44.0616438356165,3.17123287671232,44.1301369863014,9.13013698630137,25.1575342465754,2.00684931506849,24.472602739726,2.21232876712329,44.0616438356165,3.17123287671232,44.1301369863014,9.13013698630137,25.1575342465754,2.00684931506849,24.472602739726,2.21232876712329,-0.00728911638097554,0.274299184991859,-0.00728911638097554,0.274299184991859,0.82555720080629,-0.552274126540966
123,79,1,1,3,2,"M. S. De Majo","Effects Of Constant And Fluctuating Low Temperatures On The Development Of Aedes Aegypti (Diptera: Culicidae) From A Temperate Region",2019,"Journal Of Medical Entomology",2.435,"Metazoa","Arthropoda","Insecta","Diptera","Culicidae","Aedes aegypti","Terrestrial","Developmental Plasticity","Larvae","Larvae Period","NA","NA",12,12,16,16,"T2",8,"Alternating","1","Day","NA","NA","NA","Life-History Traits","Development Time","Days","Male","No","Yes","A","A","B","B","E","F","B","79:A:A:B:E:F:B:B",40,"A","C","79:A:A:C:2",103,4,49.041095890411,2.60273972602739,4,33.8356164383562,8.42465753424656,15,22.1917808219178,1.71232876712329,13,20.6849315068493,1.84931506849315,"No","No","No","No","No","No",49.541095890411,3.10273972602739,34.3356164383562,8.92465753424656,22.6917808219178,2.21232876712329,21.1849315068493,2.34931506849315,49.541095890411,3.10273972602739,34.3356164383562,8.92465753424656,22.6917808219178,2.21232876712329,21.1849315068493,2.34931506849315,0.0744766799927376,0.269450432274286,0.0744766799927376,0.269450432274286,0.82555720080629,-0.533758458039374
124,79,1,1,3,3,"M. S. De Majo","Effects Of Constant And Fluctuating Low Temperatures On The Development Of Aedes Aegypti (Diptera: Culicidae) From A Temperate Region",2019,"Journal Of Medical Entomology",2.435,"Metazoa","Arthropoda","Insecta","Diptera","Culicidae","Aedes aegypti","Terrestrial","Developmental Plasticity","Larvae","Larvae Period","NA","NA",12,12,16,16,"T2",8,"Alternating","1","Day","NA","NA","NA","Morphology","Wing Length","mm","Female","No","Yes","A","A","B","A","E","F","A","79:A:A:B:E:F:A:A",39,"A","C","79:A:A:C:3",104,3,2.95057915057915,0.0225868725868725,2,2.91409266409266,0.0625482625482632,13,2.88629343629344,0.111196911196911,12,2.78899613899614,0.0747104247104247,"No","No","No","No","No","No",3.45057915057915,0.522586872586873,3.41409266409266,0.562548262548263,3.38629343629344,0.611196911196911,3.28899613899614,0.574710424710425,3.45057915057915,0.522586872586873,3.41409266409266,0.562548262548263,3.38629343629344,0.611196911196911,3.28899613899614,0.574710424710425,-0.00463080699912036,0.276270938883876,-0.00463080699912036,0.276270938883876,0.82555720080629,-0.559617671338135
125,79,1,1,3,4,"M. S. De Majo","Effects Of Constant And Fluctuating Low Temperatures On The Development Of Aedes Aegypti (Diptera: Culicidae) From A Temperate Region",2019,"Journal Of Medical Entomology",2.435,"Metazoa","Arthropoda","Insecta","Diptera","Culicidae","Aedes aegypti","Terrestrial","Developmental Plasticity","Larvae","Larvae Period","NA","NA",12,12,16,16,"T2",8,"Alternating","1","Day","NA","NA","NA","Morphology","Wing Length","mm","Male","No","Yes","A","A","B","B","E","F","B","79:A:A:B:E:F:B:B",40,"A","C","79:A:A:C:4",105,4,2.45471698113208,0.127358490566038,4,2.4122641509434,0.0373584905660378,15,2.38339622641509,0.0373584905660378,13,2.31377358490566,0.0679245283018868,"No","No","No","No","No","No",2.95471698113208,0.627358490566038,2.9122641509434,0.537358490566038,2.88339622641509,0.537358490566038,2.81377358490566,0.567924528301887,2.95471698113208,0.627358490566038,2.9122641509434,0.537358490566038,2.88339622641509,0.537358490566038,2.81377358490566,0.567924528301887,-0.00249257920904842,0.275231051895221,-0.00249257920904842,0.275231051895221,0.82555720080629,-0.555757858260405
126,86,1,1,3,1,"Y. Dong","Effects Of Diel Temperature Fluctuations On Growth, Oxygen Consumption And Proximate Body Composition In The Sea Cucumber Apostichopus Japonicus Selenka",2006,"Aquaculture",5.135,"Metazoa","Echinodermata","Holothuroidea","Aspidochirotida","Stichopodidae","Apostichopus japonicus","Aquatic","Acclimation","NA","NA","70","Days",15,15,21,21,"T2",4,"Sinusoidal (Sine Curve)","1","Day","70","Juvenile","Juvenile","Physiological","Water Content","%","NA","No","Yes","A","A","B","A","E","F","A","86:A:A:B:E:F:A:A",41,"A","C","86:A:A:C:1",106,5,92.3516483516483,0.973058152846075,5,92.621978021978,1.10574790096145,5,92.8989010989011,0.250636190884599,5,92.621978021978,0.545502297807647,"Yes","No","No","Yes","No","No",1.7905872946823,0.518306383272843,1.79571506370293,0.521149452535437,1.80105837655288,0.504879167380368,1.79571506370293,0.510433729917482,92.8516483516483,1.47305815284607,93.121978021978,1.60574790096145,93.3989010989011,0.750636190884599,93.121978021978,1.04550229780765,-0.000971802575172443,0.232145601179394,-0.000979423190527327,0.166814600091506,-0.631992860322553,-0.365437382688403
127,86,1,1,3,2,"Y. Dong","Effects Of Diel Temperature Fluctuations On Growth, Oxygen Consumption And Proximate Body Composition In The Sea Cucumber Apostichopus Japonicus Selenka",2006,"Aquaculture",5.135,"Metazoa","Echinodermata","Holothuroidea","Aspidochirotida","Stichopodidae","Apostichopus japonicus","Aquatic","Acclimation","NA","NA","70","Days",15,15,21,21,"T2",4,"Sinusoidal (Sine Curve)","1","Day","70","Juvenile","Juvenile","Biochemical Assay","Protein Content","%","NA","No","Yes","A","A","B","A","E","F","A","86:A:A:B:E:F:A:A",41,"A","C","86:A:A:C:2",107,5,3.01226993865031,0,5,2.92638036809816,0.0274364169018387,5,2.77914110429448,0,5,2.93251533742331,0.0548728338036755,"Yes","No","No","Yes","No","No",0.674442293287578,0.5,0.671912190493593,0.500813919397132,0.667489554240188,0.5,0.672094095990334,0.501626186530129,3.51226993865031,0.5,3.42638036809816,0.527436416901839,3.27914110429448,0.5,3.43251533742331,0.554872833803675,0.00177217792557668,0.61133311865444,0.0117449857010031,0.185335203557135,-0.631992860322553,-1.11953646440917
